essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
87,5,"संस्मरण में, ""नार्सिसो रोड्रिग्ज होम से: हमारे जीवन के ब्लूप्रिंट,"" लेखक एक विशेष मूड बनाता है। मुझे लगता है कि मूड एक ही समय में खुश और उदास दोनों तरह का होता है। यह दुख की बात है क्योंकि माता-पिता को अपने परिवार, दोस्तों, और करियर को क्यूबा में वापस छोड़ना पड़ा, जबकि @स्थान1 को भाषा का ज्ञान नहीं था। उन्हें 1970 तक अपने असली माता-पिता से मिलने भी नहीं दिया गया जब उन्हें क्यूबा छोड़ने की अनुमति दी गई। मूड भी खुश है क्योंकि माता-पिता ने यह सब अपने बच्चे के लिए किया है। वह अपने नए दोस्तों के साथ अपने नए घर में एक खुशहाल जीवन जीने के लिए मिलता है।",2,2,4
88,5,"लेखक द्वारा निर्धारित मूड बहुत खुश है। यह समझाते हुए दिखाया गया है कि वह क्यूबा- @नाम1 होने से कितना खुश है और अंधेरे समय से मुक्त है। वह अपने गुणों और परिवार को समझाकर अपनी खुशी भी दिखाता है। कुल मिलाकर, नार्सिसो रोड्रिग्ज चाहता है कि लोग अपने जीवन और परिवार और विरासत से खुश रहें। यह नार्सिसो रोड्रिगेज द्वारा निर्धारित मूड है।",1,1,2
89,5,"इस संस्मरण में कृतज्ञता का भाव मिलता है। मुझे लगता है कि ऐसा कुछ कारण है क्योंकि पैराग्राफ @संख्या1 की तरह है। लेखक का कहना है ""... हमारा पड़ोस ज्यादातर स्पेनिश, क्यूबा और इतालवी प्रवासियों से बना था, जब संयुक्त राष्ट्र में अतिवाद जातिवाद का आदर्श और अलगाव था।"" लेकिन कहानी का मुख्य हिस्सा यह है कि वह जिस मोहल्ले में रहता है और जिस घर में वह रहता है और ज्यादातर लोग मूल रूप से उस मोहल्ले में परिवार हैं, उससे वह कैसे प्यार करता है। और यही कारण है कि मुझे लगता है कि लेखक के संस्मरण में एक आभारी मूड है।",2,2,4
90,5,"""नार्सिसो रोड्रिग्ज"" कहानी में, कहानी में मूड तैयार है, महान है, और उम्मीद है। ""यह विश्वास कि यह संघर्ष उन्हें और उनके बच्चों को इन कठिन समयों को सहने के लिए बेहतर समय तक ले जाएगा"" वह उद्धरण दर्शाता है कि परिवार क्यूबा में एक अच्छी नौकरी नहीं होने और बेहतर जीवन बनाने के लिए कृतज्ञता से गुजरने के लिए तैयार था। उनके बच्चे। ""मेरे माता-पिता ने हमेशा उन लोगों के लिए दरवाजे खुले रखे थे जिन्हें हम परिवार मानते थे"" इस उद्धरण से पता चलता है कि परिवार के पास घर होने के लिए बहुत अच्छा था और फिर भी जिन लोगों को वे प्यार करते थे, उनके साथ रहते थे। ""मेरी माँ और पिता इस देश में इतनी हिम्मत के साथ आए, भाषा और संस्कृति के बारे में जानते थे। उस उद्धरण से पता चला कि परिवार को काफी उम्मीद थी कि देश के बारे में जाने बिना भी उन्हें विश्वास था कि यह एक बेहतर जीवन लाएगा।"" कहानी ""नार्सिसो रोड्रिग्ज"" परिवार बेहतर जीवन के लिए कुछ भी करने को तैयार था।",3,3,6
91,5,"लेखक द्वारा बनाया गया मूड तब भी दिखाई दे रहा है जब वे क्यूबा से आए थे, तब भी वे एक जीवित और द्विभाषी बन सकते हैं और अनुवाद कर सकते हैं और दूसरों को खोजने में मदद कर सकते हैं @नाम1। उदाहरण के लिए, ""अक्सर कोई हमारे साथ अस्थायी रूप से तब तक रहता है जब तक वे अपने पैरों पर वापस आने में सक्षम नहीं थे।"" अर्थ है कि जब तक कोई @नाम2 या @नाम3 को एक अपार्टमेंट नहीं मिल जाता, जो उनके लिए अच्छा था और अगर उनके पास जॉब होता तो क्या कोई मौन बनाता, किसी की मदद करता। इसलिए, ""मेरे माता-पिता ने हमेशा अपनी बांहों और अपने दरवाजे को बहुत से लोगों के लिए खुला रखा था जिन्हें हम परिवार मानते थे"" @नाम4 अगर एक दूसरे को समस्या थी। इसके अलावा मूड अच्छा था क्योंकि उन्हें एक अपार्टमेंट मिला और अंत में हर व्यक्ति खुश था क्योंकि यह उनका घर बन गया था।",1,2,3
92,5,"मुझे लगता है कि लेखक ने बहुत गर्मजोशी से, और प्यार भरे लहजे का निर्माण किया। नार्सिसो ने @स्थान1 में अपने घर के सभी सबसे बड़े पहलुओं को शामिल करके यह मूड बनाया। उदाहरण के लिए, पैरा @संख्या1 में वह परिवार और दोस्तों के साथ होने वाले अंतहीन समारोहों के बारे में बताते हैं कि ""... हमारे गर्म घर में जीवन की पृष्ठभूमि बन गई।""",1,2,3
93,5,मुझे लगता है कि इस कहानी का मिजाज वास्तव में नरम और व्याख्यात्मक है क्योंकि यह बताता है कि कैसे ये लोग अपने देश से आकर बस गए हैं जहां वे अब बस मूल रूप से बेहतर जीवन पाने के लिए रहते हैं। और वे निश्चित रूप से वे घर के लिए खुश थे और @नाम1 अपने अद्भुत शैक्षिक विकल्पों के कारण खुश है। मैं यही कहूंगा कि इस कहानी का मिजाज है।,1,1,2
94,5,"नार्सिसो के जीवन के दौरान, एक छोटे से घर में बड़े होने से कोई फर्क नहीं पड़ता जब आप उन लोगों से घिरे होते हैं जिन्हें आप प्यार करते हैं। लेखक ने खुशी, प्यार, उपलब्धि और गर्व होने का मूड बनाया। नरसीसो को अपने क्यूबा के हेराजीट पर बहुत गर्व था, साथ ही साथ उसके बहादुर माता-पिता भी थे, जिसने उसके लिए एक सुंदर घर और जीवन बनाया। मूड भी खुश था क्योंकि यह बहुत खुश कहानी है। मूड में भी प्यार और उपलब्धि है क्योंकि नार्सिसो अपने दोस्तों, परिवार, पड़ोस, घर और बचपन से प्यार करता था। उपलब्धि उनके माता-पिता की @स्थान1 पर आने और बेहतर जीवन शुरू करने की थी। कोई भी इस तरह से बचपन से खुश होगा क्योंकि आप जिस से प्यार करते हैं, उससे घिरे रहना और आप पर और आपके परिवार पर गर्व करना जरूरी है।",2,3,5
95,5,"इस संस्मरण में बनाया गया मिजाज बहुत ही शानदार था। नार्सिसो बहुत ही शानदार था ""घर के लिए कि उसके माता-पिता एक घर में बदल गए।"" और वह अपने समग्र माता-पिता के लिए बहुत ही महान था, अपने स्वयं के जीवन को छोड़ने के लिए, अपने बेटे को एक बेहतर देने की कोशिश करने के लिए, उनके मुकाबले कई अधिक अवसरों के साथ। वह अपने माता-पिता के लिए भी महान है, न केवल उसे उन चीजों को देने के लिए जो उनके पास कभी नहीं थी, लेकिन उनके पास मौजूद चीजें भी थीं। उन्हें खाना बनाना, दूसरों के साथ व्यवहार करना और परिवार का वास्तविक अर्थ सिखाने जैसी चीजें। उन्होंने उसे आपके द्वारा प्रेम करने वाले के लिए निस्वार्थ होने का मूल्य भी दिखाया।",2,3,5
96,5,"कोई फर्क नहीं पड़ता कि आप किस राष्ट्रीयता के साथ हैं। वह दिखाता है कि उसका घर, उसके लिए कम से कम अच्छा गंध, भोजन और लोगों के साथ एक अद्भुत @नाम1 था। उसके माता-पिता ने उसके लिए जो किया, उसके लिए वह बहुत खुश और आभारी है। उसके लिए यह पृथ्वी पर @नाम2 / स्वर्ग था। यह विनम्र घर में रसोई घर की गर्मी में था, जहां एक क्यूबा की दावत हमेशा न केवल खुशबू और संगीत बल्कि प्यार और जीवन से हवा भरती थी। वह उस घर या उसके दयालु प्रतिद्वंद्वी बोर हुड को कभी नहीं भूलेंगे।",2,1,3
97,5,"नार्सिसो रोड्रिगेज द्वारा ""नार्सिसो रोड्रिगेज"" संस्मरण में एक निश्चित मनोदशा लेखक द्वारा बनाई गई है। मनोदशा खुशी और खुशी है क्योंकि इस संस्मरण में लेखक अपने परिवार के बारे में एक संस्कृति पर बात करना जारी रखता है जो मूड के खुश होने का एक सही कारण है। ""मेरे माता-पिता ने हमेशा अपनी बाहों और अपने दरवाजे को उन कई लोगों के लिए खुला रखा जिन्हें हम परिवार मानते थे।"" यह उद्धरण @नाम1 @संख्या1 में पाया गया था, इस उद्धरण से यह भी पता चलता है कि उनका परिवार दयालु और उदार था। इस मनोदशा में परिवार की संस्कृति शामिल थी जिसे नार्सिसो बहुत पसंद करते थे। उनकी खूबसूरत संस्कृति बस एक और टुकड़ा था जो एक साथ फिट था, और वह आखिरी उद्धरण ""मैं कभी नहीं भूलूंगा कि कैसे मेरे माता-पिता ने इस साधारण घर को एक घर में बदल दिया"" @नाम1 @संख्या2 में पाया गया वास्तव में प्रत्येक चीज को भावनात्मक रूप से छूने वाले को एक साथ रखता है। ।",2,2,4
98,5,"लेखक द्वारा संस्मरण में जो मनोदशा बनाई गई थी, वह होगा कि मैं प्रेम को मानता हूँ। मैंने कहा कि प्रेम क्योंकि मूल रूप से पूरी कहानी के दौरान सभी के बारे में बात की जा रही थी, जो ""शाश्वत @नाम1"", ""एक डोर"", बांड और एकता थी। परिवार के निवासी हैं और वे बच्चों के लाभ के लिए विदेश में बस एक बेहतर जीवन शैली की तलाश कर रहे हैं। मेरे विचार से केवल प्यार करने वाले माता-पिता ही देश को छोड़ देते हैं, वे सभी कुछ ऐसा करने के लिए प्यार करते हैं क्योंकि उन्हें परिवारों, दोस्तों और करियर को पीछे छोड़ना पड़ता है। अब बस एक ही इच्छा पर उनकी सांस्कृतिक कठिनाइयों का सामना करना पड़ रहा है।",1,2,3
99,5,"नार्सिसो रोड्रिगेज द्वारा इस संस्मरण में मूड बहुत गर्म और आमंत्रित है। यह घर और परिवार का है। इसके कुछ उदाहरण हैं, उन्होंने कहा कि रसोई घर का दिल था और क्यूबा का संगीत हर समय बजता रहता था। संस्मरण परिवार की भावना भी व्यक्त करता है क्योंकि लेखक अक्सर बड़ी मात्रा में परिवार का उल्लेख करता है और दोस्तों का अक्सर दौरा होता रहता है। उन्होंने यह भी उल्लेख किया कि शायद ही कभी ऐसा समय था जब वे अपने घर में तब तक नहीं रहे जब तक वे अपने पैरों पर वापस नहीं आ गए। इस संस्मरण का मिजाज गर्मजोशी और परिवार का है।",3,2,5
100,5,"संस्मरण में मूड बहुत साहसी है। संस्मरण में यह दिखाया गया कि कैसे नरसीसो के माता-पिता और रिश्तेदार चले गए। पहले नार्सिसो एक सुसज्जित एक-कमरे वाले अपार्टमेंट में रहता था, फिर वे एक मामूली तीन-कमरे वाले अपार्टमेंट में जाने का खर्च उठा सकते थे जो जल्द ही नार्सिसो का घर बनने वाला था। नार्सिसो का जन्म 1961 में न्यू जर्सी के आयरनबाउंड सेक्शन में हुआ था। नरसीसो अपने परिवार के साथ कुछ समय के लिए बड़ा हुआ। ""परिवार"" का खून के रिश्तेदार होने से कोई लेना-देना नहीं था। नरसीसो अपने माता-पिता के लिए हमेशा महान और प्यार करने वाला होगा और उन्होंने उसके लिए क्या किया होगा।",1,1,2
